x,y
427144.5,914110.5
427147.5,914110.5
427150.5,914110.5
427153.5,914110.5
427156.5,914110.5
427159.5,914110.5
427162.5,914110.5
427165.5,914110.5
427168.5,914110.5
427171.5,914110.5
427174.5,914110.5
427177.5,914110.5
427180.5,914110.5
427183.5,914110.5
427186.5,914110.5
427189.5,914110.5
427192.5,914110.5
427195.5,914110.5
427198.5,914110.5
427201.5,914110.5
427204.5,914110.5
427207.5,914110.5
427210.5,914110.5
427213.5,914110.5
427216.5,914110.5
427219.5,914110.5
427222.5,914110.5
427225.5,914110.5
427228.5,914110.5
427231.5,914110.5
427234.5,914110.5
427237.5,914110.5
427240.5,914110.5
427243.5,914110.5
427246.5,914110.5
427249.5,914110.5
427252.5,914110.5
427255.5,914110.5
427258.5,914110.5
427261.5,914110.5
427264.5,914110.5
427267.5,914110.5
427270.5,914110.5
427273.5,914110.5
427276.5,914110.5
427279.5,914110.5
427282.5,914110.5
427285.5,914110.5
427288.5,914110.5
427291.5,914110.5
427294.5,914110.5
427297.5,914110.5
427300.5,914110.5
427303.5,914110.5
427306.5,914110.5
427309.5,914110.5
427312.5,914110.5
427315.5,914110.5
427318.5,914110.5
427321.5,914110.5
427324.5,914110.5
427327.5,914110.5
427330.5,914110.5
427333.5,914110.5
427336.5,914110.5
427339.5,914110.5
427342.5,914110.5
427345.5,914110.5
427348.5,914110.5
427351.5,914110.5
427354.5,914110.5
427357.5,914110.5
427360.5,914110.5
427363.5,914110.5
427366.5,914110.5
427369.5,914110.5
427372.5,914110.5
427375.5,914110.5
427378.5,914110.5
427381.5,914110.5
427384.5,914110.5
427387.5,914110.5
427390.5,914110.5
427393.5,914110.5
427396.5,914110.5
427399.5,914110.5
427402.5,914110.5
427405.5,914110.5
427408.5,914110.5
427411.5,914110.5
427414.5,914110.5
427417.5,914110.5
427420.5,914110.5
427423.5,914110.5
427426.5,914110.5
427429.5,914110.5
427432.5,914110.5
427435.5,914110.5
427438.5,914110.5
427441.5,914110.5
427444.5,914110.5
427447.5,914110.5
427450.5,914110.5
427453.5,914110.5
427456.5,914110.5
427459.5,914110.5
427462.5,914110.5
427465.5,914110.5
427468.5,914110.5
427471.5,914110.5
427474.5,914110.5
427477.5,914110.5
427480.5,914110.5
427483.5,914110.5
427486.5,914110.5
427489.5,914110.5
427492.5,914110.5
427495.5,914110.5
427498.5,914110.5
427501.5,914110.5
427504.5,914110.5
427507.5,914110.5
427510.5,914110.5
427513.5,914110.5
427516.5,914110.5
427519.5,914110.5
427522.5,914110.5
427525.5,914110.5
427528.5,914110.5
427531.5,914110.5
427534.5,914110.5
427537.5,914110.5
427540.5,914110.5
427543.5,914110.5
427546.5,914110.5
427549.5,914110.5
427552.5,914110.5
427555.5,914110.5
427558.5,914110.5
427561.5,914110.5
427564.5,914110.5
427567.5,914110.5
427570.5,914110.5
427573.5,914110.5
427576.5,914110.5
427579.5,914110.5
427582.5,914110.5
427585.5,914110.5
427588.5,914110.5
427591.5,914110.5
427594.5,914110.5
427597.5,914110.5
427600.5,914110.5
427603.5,914110.5
427606.5,914110.5
427609.5,914110.5
427612.5,914110.5
427615.5,914110.5
427618.5,914110.5
427621.5,914110.5
427624.5,914110.5
427627.5,914110.5
427630.5,914110.5
427633.5,914110.5
427636.5,914110.5
427639.5,914110.5
427642.5,914110.5
427645.5,914110.5
427648.5,914110.5
427651.5,914110.5
427654.5,914110.5
427657.5,914110.5
427660.5,914110.5
427663.5,914110.5
427666.5,914110.5
427669.5,914110.5
427672.5,914110.5
427675.5,914110.5
427678.5,914110.5
427681.5,914110.5
427684.5,914110.5
427687.5,914110.5
427690.5,914110.5
427693.5,914110.5
427696.5,914110.5
427699.5,914110.5
427702.5,914110.5
427705.5,914110.5
427708.5,914110.5
427711.5,914110.5
427714.5,914110.5
427717.5,914110.5
427720.5,914110.5
427723.5,914110.5
427726.5,914110.5
427729.5,914110.5
427732.5,914110.5
427735.5,914110.5
427738.5,914110.5
427741.5,914110.5
427744.5,914110.5
427747.5,914110.5
427750.5,914110.5
427753.5,914110.5
427756.5,914110.5
427759.5,914110.5
427762.5,914110.5
427765.5,914110.5
427768.5,914110.5
427771.5,914110.5
426568.5,914107.5
426571.5,914107.5
426574.5,914107.5
426577.5,914107.5
426580.5,914107.5
426583.5,914107.5
426586.5,914107.5
426589.5,914107.5
426592.5,914107.5
426595.5,914107.5
426598.5,914107.5
426601.5,914107.5
426604.5,914107.5
426607.5,914107.5
426610.5,914107.5
426613.5,914107.5
426616.5,914107.5
426619.5,914107.5
426622.5,914107.5
426625.5,914107.5
426628.5,914107.5
426631.5,914107.5
426634.5,914107.5
426637.5,914107.5
426640.5,914107.5
426643.5,914107.5
426646.5,914107.5
426649.5,914107.5
426652.5,914107.5
426655.5,914107.5
426658.5,914107.5
426661.5,914107.5
426664.5,914107.5
426667.5,914107.5
426670.5,914107.5
426673.5,914107.5
426676.5,914107.5
426679.5,914107.5
426682.5,914107.5
426685.5,914107.5
426688.5,914107.5
426691.5,914107.5
426694.5,914107.5
426697.5,914107.5
426700.5,914107.5
426703.5,914107.5
426706.5,914107.5
426709.5,914107.5
426712.5,914107.5
426715.5,914107.5
426718.5,914107.5
426721.5,914107.5
426724.5,914107.5
426727.5,914107.5
426730.5,914107.5
426733.5,914107.5
426736.5,914107.5
426739.5,914107.5
426742.5,914107.5
426745.5,914107.5
426748.5,914107.5
426751.5,914107.5
426754.5,914107.5
426757.5,914107.5
426760.5,914107.5
426763.5,914107.5
426766.5,914107.5
426769.5,914107.5
426772.5,914107.5
426775.5,914107.5
426778.5,914107.5
426781.5,914107.5
426784.5,914107.5
426787.5,914107.5
426790.5,914107.5
426793.5,914107.5
426796.5,914107.5
426799.5,914107.5
426802.5,914107.5
426805.5,914107.5
426808.5,914107.5
426811.5,914107.5
426814.5,914107.5
426817.5,914107.5
426820.5,914107.5
426823.5,914107.5
426826.5,914107.5
426829.5,914107.5
426832.5,914107.5
426835.5,914107.5
426838.5,914107.5
426841.5,914107.5
426844.5,914107.5
426847.5,914107.5
426850.5,914107.5
426853.5,914107.5
426856.5,914107.5
426859.5,914107.5
426862.5,914107.5
426865.5,914107.5
426868.5,914107.5
426871.5,914107.5
426874.5,914107.5
426877.5,914107.5
426880.5,914107.5
426883.5,914107.5
426886.5,914107.5
426889.5,914107.5
426892.5,914107.5
426895.5,914107.5
426898.5,914107.5
426901.5,914107.5
426904.5,914107.5
426907.5,914107.5
426910.5,914107.5
426913.5,914107.5
426916.5,914107.5
426919.5,914107.5
426922.5,914107.5
426925.5,914107.5
426928.5,914107.5
426931.5,914107.5
426934.5,914107.5
426937.5,914107.5
426940.5,914107.5
426943.5,914107.5
426946.5,914107.5
426949.5,914107.5
426952.5,914107.5
426955.5,914107.5
426958.5,914107.5
426961.5,914107.5
426964.5,914107.5
426967.5,914107.5
426970.5,914107.5
426973.5,914107.5
426976.5,914107.5
426979.5,914107.5
426982.5,914107.5
426985.5,914107.5
426988.5,914107.5
426991.5,914107.5
426994.5,914107.5
426997.5,914107.5
427000.5,914107.5
427003.5,914107.5
427006.5,914107.5
427009.5,914107.5
427012.5,914107.5
427015.5,914107.5
427018.5,914107.5
427021.5,914107.5
427024.5,914107.5
427027.5,914107.5
427030.5,914107.5
427033.5,914107.5
427036.5,914107.5
427039.5,914107.5
427042.5,914107.5
427045.5,914107.5
427048.5,914107.5
427051.5,914107.5
427054.5,914107.5
427057.5,914107.5
427060.5,914107.5
427063.5,914107.5
427066.5,914107.5
427069.5,914107.5
427072.5,914107.5
427075.5,914107.5
427078.5,914107.5
427081.5,914107.5
427084.5,914107.5
427087.5,914107.5
427090.5,914107.5
427093.5,914107.5
427096.5,914107.5
427099.5,914107.5
427102.5,914107.5
427105.5,914107.5
427108.5,914107.5
427111.5,914107.5
427114.5,914107.5
427117.5,914107.5
427120.5,914107.5
427123.5,914107.5
427126.5,914107.5
427129.5,914107.5
427132.5,914107.5
427135.5,914107.5
427138.5,914107.5
427141.5,914107.5
427144.5,914107.5
427147.5,914107.5
427150.5,914107.5
427153.5,914107.5
427156.5,914107.5
427159.5,914107.5
427162.5,914107.5
427165.5,914107.5
427168.5,914107.5
427171.5,914107.5
427174.5,914107.5
427177.5,914107.5
427180.5,914107.5
427183.5,914107.5
427186.5,914107.5
427189.5,914107.5
427192.5,914107.5
427195.5,914107.5
427198.5,914107.5
427201.5,914107.5
427204.5,914107.5
427207.5,914107.5
427210.5,914107.5
427213.5,914107.5
427216.5,914107.5
427219.5,914107.5
427222.5,914107.5
427225.5,914107.5
427228.5,914107.5
427231.5,914107.5
427234.5,914107.5
427237.5,914107.5
427240.5,914107.5
427243.5,914107.5
427246.5,914107.5
427249.5,914107.5
427252.5,914107.5
427255.5,914107.5
427258.5,914107.5
427261.5,914107.5
427264.5,914107.5
427267.5,914107.5
427270.5,914107.5
427273.5,914107.5
427276.5,914107.5
427279.5,914107.5
427282.5,914107.5
427285.5,914107.5
427288.5,914107.5
427291.5,914107.5
427294.5,914107.5
427297.5,914107.5
427300.5,914107.5
427303.5,914107.5
427306.5,914107.5
427309.5,914107.5
427312.5,914107.5
427315.5,914107.5
427318.5,914107.5
427321.5,914107.5
427324.5,914107.5
427327.5,914107.5
427330.5,914107.5
427333.5,914107.5
427336.5,914107.5
427339.5,914107.5
427342.5,914107.5
427345.5,914107.5
427348.5,914107.5
427351.5,914107.5
427354.5,914107.5
427357.5,914107.5
427360.5,914107.5
427363.5,914107.5
427366.5,914107.5
427369.5,914107.5
427372.5,914107.5
427375.5,914107.5
427378.5,914107.5
427381.5,914107.5
427384.5,914107.5
427387.5,914107.5
427390.5,914107.5
427393.5,914107.5
427396.5,914107.5
427399.5,914107.5
427402.5,914107.5
427405.5,914107.5
427408.5,914107.5
427411.5,914107.5
427414.5,914107.5
427417.5,914107.5
427420.5,914107.5
427423.5,914107.5
427426.5,914107.5
427429.5,914107.5
427432.5,914107.5
427435.5,914107.5
427438.5,914107.5
427441.5,914107.5
427444.5,914107.5
427447.5,914107.5
427450.5,914107.5
427453.5,914107.5
427456.5,914107.5
427459.5,914107.5
427462.5,914107.5
427465.5,914107.5
427468.5,914107.5
427471.5,914107.5
427474.5,914107.5
427477.5,914107.5
427480.5,914107.5
427483.5,914107.5
427486.5,914107.5
427489.5,914107.5
427492.5,914107.5
427495.5,914107.5
427498.5,914107.5
427501.5,914107.5
427504.5,914107.5
427507.5,914107.5
427510.5,914107.5
427513.5,914107.5
427516.5,914107.5
427519.5,914107.5
427522.5,914107.5
427525.5,914107.5
427528.5,914107.5
427531.5,914107.5
427534.5,914107.5
427537.5,914107.5
427540.5,914107.5
427543.5,914107.5
427546.5,914107.5
427549.5,914107.5
427552.5,914107.5
427555.5,914107.5
427558.5,914107.5
427561.5,914107.5
427564.5,914107.5
427567.5,914107.5
427570.5,914107.5
427573.5,914107.5
427576.5,914107.5
427579.5,914107.5
427582.5,914107.5
427585.5,914107.5
427588.5,914107.5
427591.5,914107.5
427594.5,914107.5
427597.5,914107.5
427600.5,914107.5
427603.5,914107.5
427606.5,914107.5
427609.5,914107.5
427612.5,914107.5
427615.5,914107.5
427618.5,914107.5
427621.5,914107.5
427624.5,914107.5
427627.5,914107.5
427630.5,914107.5
427633.5,914107.5
427636.5,914107.5
427639.5,914107.5
427642.5,914107.5
427645.5,914107.5
427648.5,914107.5
427651.5,914107.5
427654.5,914107.5
427657.5,914107.5
427660.5,914107.5
427663.5,914107.5
427666.5,914107.5
427669.5,914107.5
427672.5,914107.5
427675.5,914107.5
427678.5,914107.5
427681.5,914107.5
427684.5,914107.5
427687.5,914107.5
427690.5,914107.5
427693.5,914107.5
427696.5,914107.5
427699.5,914107.5
427702.5,914107.5
427705.5,914107.5
427708.5,914107.5
427711.5,914107.5
427714.5,914107.5
427717.5,914107.5
427720.5,914107.5
427723.5,914107.5
427726.5,914107.5
427729.5,914107.5
427732.5,914107.5
427735.5,914107.5
427738.5,914107.5
427741.5,914107.5
427744.5,914107.5
427747.5,914107.5
427750.5,914107.5
427753.5,914107.5
427756.5,914107.5
427759.5,914107.5
427762.5,914107.5
427765.5,914107.5
427768.5,914107.5
427771.5,914107.5
426568.5,914104.5
426571.5,914104.5
426574.5,914104.5
426577.5,914104.5
426580.5,914104.5
426583.5,914104.5
426586.5,914104.5
426589.5,914104.5
426592.5,914104.5
426595.5,914104.5
426598.5,914104.5
426601.5,914104.5
426604.5,914104.5
426607.5,914104.5
426610.5,914104.5
426613.5,914104.5
426616.5,914104.5
426619.5,914104.5
426622.5,914104.5
426625.5,914104.5
426628.5,914104.5
426631.5,914104.5
426634.5,914104.5
426637.5,914104.5
426640.5,914104.5
426643.5,914104.5
426646.5,914104.5
426649.5,914104.5
426652.5,914104.5
426655.5,914104.5
426658.5,914104.5
426661.5,914104.5
426664.5,914104.5
426667.5,914104.5
426670.5,914104.5
426673.5,914104.5
426676.5,914104.5
426679.5,914104.5
426682.5,914104.5
426685.5,914104.5
426688.5,914104.5
426691.5,914104.5
426694.5,914104.5
426697.5,914104.5
426700.5,914104.5
426703.5,914104.5
426706.5,914104.5
426709.5,914104.5
426712.5,914104.5
426715.5,914104.5
426718.5,914104.5
426721.5,914104.5
426724.5,914104.5
426727.5,914104.5
426730.5,914104.5
426733.5,914104.5
426736.5,914104.5
426739.5,914104.5
426742.5,914104.5
426745.5,914104.5
426748.5,914104.5
426751.5,914104.5
426754.5,914104.5
426757.5,914104.5
426760.5,914104.5
426763.5,914104.5
426766.5,914104.5
426769.5,914104.5
426772.5,914104.5
426775.5,914104.5
426778.5,914104.5
426781.5,914104.5
426784.5,914104.5
426787.5,914104.5
426790.5,914104.5
426793.5,914104.5
426796.5,914104.5
426799.5,914104.5
426802.5,914104.5
426805.5,914104.5
426808.5,914104.5
426811.5,914104.5
426814.5,914104.5
426817.5,914104.5
426820.5,914104.5
426823.5,914104.5
426826.5,914104.5
426829.5,914104.5
426832.5,914104.5
426835.5,914104.5
426838.5,914104.5
426841.5,914104.5
426844.5,914104.5
426847.5,914104.5
426850.5,914104.5
426853.5,914104.5
426856.5,914104.5
426859.5,914104.5
426862.5,914104.5
426865.5,914104.5
426868.5,914104.5
426871.5,914104.5
426874.5,914104.5
426877.5,914104.5
426880.5,914104.5
426883.5,914104.5
426886.5,914104.5
426889.5,914104.5
426892.5,914104.5
426895.5,914104.5
426898.5,914104.5
426901.5,914104.5
426904.5,914104.5
426907.5,914104.5
426910.5,914104.5
426913.5,914104.5
426916.5,914104.5
426919.5,914104.5
426922.5,914104.5
426925.5,914104.5
426928.5,914104.5
426931.5,914104.5
426934.5,914104.5
426937.5,914104.5
426940.5,914104.5
426943.5,914104.5
426946.5,914104.5
426949.5,914104.5
426952.5,914104.5
426955.5,914104.5
426958.5,914104.5
426961.5,914104.5
426964.5,914104.5
426967.5,914104.5
426970.5,914104.5
426973.5,914104.5
426976.5,914104.5
426979.5,914104.5
426982.5,914104.5
426985.5,914104.5
426988.5,914104.5
426991.5,914104.5
426994.5,914104.5
426997.5,914104.5
427000.5,914104.5
427003.5,914104.5
427006.5,914104.5
427009.5,914104.5
427012.5,914104.5
427015.5,914104.5
427018.5,914104.5
427021.5,914104.5
427024.5,914104.5
427027.5,914104.5
427030.5,914104.5
427033.5,914104.5
427036.5,914104.5
427039.5,914104.5
427042.5,914104.5
427045.5,914104.5
427048.5,914104.5
427051.5,914104.5
427054.5,914104.5
427057.5,914104.5
427060.5,914104.5
427063.5,914104.5
427066.5,914104.5
427069.5,914104.5
427072.5,914104.5
427075.5,914104.5
427078.5,914104.5
427081.5,914104.5
427084.5,914104.5
427087.5,914104.5
427090.5,914104.5
427093.5,914104.5
427096.5,914104.5
427099.5,914104.5
427102.5,914104.5
427105.5,914104.5
427108.5,914104.5
427111.5,914104.5
427114.5,914104.5
427117.5,914104.5
427120.5,914104.5
427123.5,914104.5
427126.5,914104.5
427129.5,914104.5
427132.5,914104.5
427135.5,914104.5
427138.5,914104.5
427141.5,914104.5
427144.5,914104.5
427147.5,914104.5
427150.5,914104.5
427153.5,914104.5
427156.5,914104.5
427159.5,914104.5
427162.5,914104.5
427165.5,914104.5
427168.5,914104.5
427171.5,914104.5
427174.5,914104.5
427177.5,914104.5
427180.5,914104.5
427183.5,914104.5
427186.5,914104.5
427189.5,914104.5
427192.5,914104.5
427195.5,914104.5
427198.5,914104.5
427201.5,914104.5
427204.5,914104.5
427207.5,914104.5
427210.5,914104.5
427213.5,914104.5
427216.5,914104.5
427219.5,914104.5
427222.5,914104.5
427225.5,914104.5
427228.5,914104.5
427231.5,914104.5
427234.5,914104.5
427237.5,914104.5
427240.5,914104.5
427243.5,914104.5
427246.5,914104.5
427249.5,914104.5
427252.5,914104.5
427255.5,914104.5
427258.5,914104.5
427261.5,914104.5
427264.5,914104.5
427267.5,914104.5
427270.5,914104.5
427273.5,914104.5
427276.5,914104.5
427279.5,914104.5
427282.5,914104.5
427285.5,914104.5
427288.5,914104.5
427291.5,914104.5
427294.5,914104.5
427297.5,914104.5
427300.5,914104.5
427303.5,914104.5
427306.5,914104.5
427309.5,914104.5
427312.5,914104.5
427315.5,914104.5
427318.5,914104.5
427321.5,914104.5
427324.5,914104.5
427327.5,914104.5
427330.5,914104.5
427333.5,914104.5
427336.5,914104.5
427339.5,914104.5
427342.5,914104.5
427345.5,914104.5
427348.5,914104.5
427351.5,914104.5
427354.5,914104.5
427357.5,914104.5
427360.5,914104.5
427363.5,914104.5
427366.5,914104.5
427369.5,914104.5
427372.5,914104.5
427375.5,914104.5
427378.5,914104.5
427381.5,914104.5
427384.5,914104.5
427387.5,914104.5
427390.5,914104.5
427393.5,914104.5
427396.5,914104.5
427399.5,914104.5
427402.5,914104.5
427405.5,914104.5
427408.5,914104.5
427411.5,914104.5
427414.5,914104.5
427417.5,914104.5
427420.5,914104.5
427423.5,914104.5
427426.5,914104.5
427429.5,914104.5
427432.5,914104.5
427435.5,914104.5
427438.5,914104.5
427441.5,914104.5
427444.5,914104.5
427447.5,914104.5
427450.5,914104.5
427453.5,914104.5
427456.5,914104.5
427459.5,914104.5
427462.5,914104.5
427465.5,914104.5
427468.5,914104.5
427471.5,914104.5
427474.5,914104.5
427477.5,914104.5
427480.5,914104.5
427483.5,914104.5
427486.5,914104.5
427489.5,914104.5
427492.5,914104.5
427495.5,914104.5
427498.5,914104.5
427501.5,914104.5
427504.5,914104.5
427507.5,914104.5
427510.5,914104.5
427513.5,914104.5
427516.5,914104.5
427519.5,914104.5
427522.5,914104.5
427525.5,914104.5
427528.5,914104.5
427531.5,914104.5
427534.5,914104.5
427537.5,914104.5
427540.5,914104.5
427543.5,914104.5
427546.5,914104.5
427549.5,914104.5
427552.5,914104.5
427555.5,914104.5
427558.5,914104.5
427561.5,914104.5
427564.5,914104.5
427567.5,914104.5
427570.5,914104.5
427573.5,914104.5
427576.5,914104.5
427579.5,914104.5
427582.5,914104.5
427585.5,914104.5
427588.5,914104.5
427591.5,914104.5
427594.5,914104.5
427597.5,914104.5
427600.5,914104.5
427603.5,914104.5
427606.5,914104.5
427609.5,914104.5
427612.5,914104.5
427615.5,914104.5
427618.5,914104.5
427621.5,914104.5
427624.5,914104.5
427627.5,914104.5
427630.5,914104.5
427633.5,914104.5
427636.5,914104.5
427639.5,914104.5
427642.5,914104.5
